Naftalan	AZ	NA	Naftalan	
Shaki	AZ	SA	Shaki	
Stepanakert	AZ	XA	Stepanakert	
Yevlakh	AZ	YE	Yevlakh	
Absheron	AZ	ABS	Absheron	
Aghjabadi	AZ	AGC	Aghjabadi	
Agdam	AZ	AGM	Agdam	
Agdash	AZ	AGS	Agdash	
Agstafa	AZ	AGA	Agstafa	
Agsu	AZ	AGU	Agsu	
Babek	AZ	BAB	Babek	
Balakan	AZ	BAL	Balakan	
Barda	AZ	BAR	Barda	
Beylagan	AZ	BEY	Beylagan	
Bilasuvar	AZ	BIL	Bilasuvar	
Jabrayil	AZ	CAB	Jabrayil	
Jalilabad	AZ	CAL	Jalilabad	
Julfa	AZ	CUL	Julfa	
Dashkasan	AZ	DAS	Dashkasan	
Fuzuli	AZ	FUZ	Fuzuli	
Gadabay	AZ	GAD	Gadabay	
Goranboy	AZ	GOR	Goranboy	
Goychay	AZ	GOY	Goychay	
Goygol	AZ	GYG	Goygol	
Hajigabul	AZ	HAC	Hajigabul	
Imishli	AZ	IMI	Imishli	
Ismailli	AZ	ISM	Ismailli	
Kalbajar	AZ	KAL	Kalbajar	
Kangarli	AZ	KAN	Kangarli	
Kurdamir	AZ	KUR	Kurdamir	
Lachin	AZ	LAC	Lachin	
Lerik	AZ	LER	Lerik	
Masally	AZ	MAS	Masally	
Neftchala	AZ	NEF	Neftchala	
Oghuz	AZ	OGU	Oghuz	
Ordubad	AZ	ORD	Ordubad	
Qbala	AZ	QAB	Qbala	
Qakh	AZ	QAX	Qakh	
Qazakh	AZ	QAZ	Qazakh	
Gobustan	AZ	QOB	Gobustan	
Qubadli	AZ	QBI	Qubadli	
Qusar	AZ	QUS	Qusar	
Saatly	AZ	SAT	Saatly	
Sabirabad	AZ	SAB	Sabirabad	
Shabran	AZ	SBN	Shabran	
Sadarak	AZ	SAD	Sadarak	
Shahbuz	AZ	SAH	Shahbuz	
Shaki	AZ	SAK	Shaki	
Salyan	AZ	SAL	Salyan	
Shamakhi	AZ	SMI	Shamakhi	
Shamkir	AZ	SKR	Shamkir	
Samukh	AZ	SMX	Samukh	
Sharur	AZ	SAR	Sharur	
Siazan	AZ	SIY	Siazan	
Shusha	AZ	SUS	Shusha	
Tartar	AZ	TAR	Tartar	
Tovuz	AZ	TOV	Tovuz	
Ujar	AZ	UCA	Ujar	
Khizi	AZ	XIZ	Khizi	
Khojaly	AZ	XCI	Khojaly	
Khojavend	AZ	XVD	Khojavend	
Yardymli	AZ	YAR	Yardymli	
Yevlakh	AZ	YEV	Yevlakh	
Zangilan	AZ	ZAN	Zangilan	
Zardab	AZ	ZAR	Zardab	
Federation of Bosnia and Herzegovina	BA	BIH	Federation of Bosnia and Herzegovina	
Republika Srpska	BA	SRP	Republika Srpska	
Brcko District	BA	BRC	Brcko District	
Saint Andrew	BB	02	Saint Andrew	
Saint George	BB	03	Saint George	
Saint James	BB	04	Saint James	
Saint John	BB	05	Saint John	
Saint Joseph	BB	06	Saint Joseph	
Saint Lucy	BB	07	Saint Lucy	
Saint Thomas	BB	11	Saint Thomas	
Bagerhat	BD	05	Bagerhat	
Bandarban	BD	01	Bandarban	
Barguna	BD	02	Barguna	
Bhola	BD	07	Bhola	
Brahmanbaria	BD	04	Brahmanbaria	
Chandpur	BD	09	Chandpur	
Coxs Bazar	BD	11	Coxs Bazar	
Dinajpur	BD	14	Dinajpur	
Faridpur	BD	15	Faridpur	
Gaibandha	BD	19	Gaibandha	
Habiganj	BD	20	Habiganj	
Joypurhat	BD	24	Joypurhat	
Jamalpur	BD	21	Jamalpur	
Jhalakati	BD	25	Jhalakati	
Jhenaidah	BD	23	Jhenaidah	
Khagrachari	BD	29	Khagrachari	
Kishoreganj	BD	26	Kishoreganj	
Kurigram	BD	28	Kurigram	
Lakshmipur	BD	31	Lakshmipur	
Lalmonirhat	BD	32	Lalmonirhat	
Madaripur	BD	36	Madaripur	
Magura	BD	37	Magura	
Meherpur	BD	39	Meherpur	
Moulvibazar	BD	38	Moulvibazar	
Munshiganj	BD	35	Munshiganj	
Naogaon	BD	48	Naogaon	
Narail	BD	43	Narail	
Natore	BD	44	Natore	
Nawabganj	BD	45	Nawabganj	
Netrakona	BD	41	Netrakona	
Nilphamari	BD	46	Nilphamari	
Noakhali	BD	47	Noakhali	
Panchagarh	BD	52	Panchagarh	
Patuakhali	BD	51	Patuakhali	
Pirojpur	BD	50	Pirojpur	
Rajbari	BD	53	Rajbari	
Rangamati	BD	56	Rangamati	
Satkhira	BD	58	Satkhira	
Shariatpur	BD	62	Shariatpur	
Sherpur	BD	57	Sherpur	
Sunamganj	BD	61	Sunamganj	
Tangail	BD	63	Tangail	
Brussels-Capital Region	BE	BRU	Brussels-Capital Region	
Flemish Region	BE	VLG	Flemish Region	
Walloon Region	BE	WAL	Walloon Region	
Brabant wallon	BE	WBR	Brabant wallon	
Hainaut	BE	WHT	Hainaut	
Limburg	BE	VLI	Limburg	
Luxembourg	BE	WLX	Luxembourg	
Oost-Vlaanderen	BE	VOV	Oost-Vlaanderen	
Vlaams-Brabant	BE	VBR	Vlaams-Brabant	
West-Vlaanderen	BE	VWV	West-Vlaanderen	
Boucle du Mouhoun	BF	01	Boucle du Mouhoun	
Cascades	BF	02	Cascades	
Centre	BF	03	Centre	
Centre-Est	BF	04	Centre-Est	
Centre-Nord	BF	05	Centre-Nord	
Centre-Ouest	BF	06	Centre-Ouest	
Centre-Sud	BF	07	Centre-Sud	
Est	BF	08	Est	
Hauts-Bassins	BF	09	Hauts-Bassins	
Nord	BF	10	Nord	
Plateau-Central	BF	11	Plateau-Central	
Sahel	BF	12	Sahel	
Sud-Ouest	BF	13	Sud-Ouest	
Bale	BF	BAL	Bale	
Bam	BF	BAM	Bam	
Banwa	BF	BAN	Banwa	
Bazega	BF	BAZ	Bazega	
Bougouriba	BF	BGR	Bougouriba	
Boulgou	BF	BLG	Boulgou	
Boulkiemde	BF	BLK	Boulkiemde	
Comoe	BF	COM	Comoe	
Ganzourgou	BF	GAN	Ganzourgou	
Gnagna	BF	GNA	Gnagna	
Gourma	BF	GOU	Gourma	
Houet	BF	HOU	Houet	
Ioba	BF	IOB	Ioba	
Kadiogo	BF	KAD	Kadiogo	
Kenedougou	BF	KEN	Kenedougou	
Komondjari	BF	KMD	Komondjari	
Kompienga	BF	KMP	Kompienga	
Kossi	BF	KOS	Kossi	
Koulpelogo	BF	KOP	Koulpelogo	
Kouritenga	BF	KOT	Kouritenga	
Kourweogo	BF	KOW	Kourweogo	
Leraba	BF	LER	Leraba	
Loroum	BF	LOR	Loroum	
Mouhoun	BF	MOU	Mouhoun	
Nahouri	BF	NAO	Nahouri	
Namentenga	BF	NAM	Namentenga	
Nayala	BF	NAY	Nayala	
Noumbiel	BF	NOU	Noumbiel	
Oubritenga	BF	OUB	Oubritenga	
Oudalan	BF	OUD	Oudalan	
Passore	BF	PAS	Passore	
Poni	BF	PON	Poni	
Sanguie	BF	SNG	Sanguie	
Sanmatenga	BF	SMT	Sanmatenga	
Seno	BF	SEN	Seno	
Sissili	BF	SIS	Sissili	
Soum	BF	SOM	Soum	
Sourou	BF	SOR	Sourou	
Tapoa	BF	TAP	Tapoa	
Tui	BF	TUI	Tui	
Yagha	BF	YAG	Yagha	
Yatenga	BF	YAT	Yatenga	
Ziro	BF	ZIR	Ziro	
Zondoma	BF	ZON	Zondoma	
Zoundweogo	BF	ZOU	Zoundweogo	
Kardzhali	BG	09	Kardzhali	
Sofia (stolitsa)	BG	22	Sofia (stolitsa)	
Vratsa	BG	06	Vratsa	
Capital Governorate	BH	13	Capital Governorate	
Southern Governorate	BH	14	Southern Governorate	
Muharraq Governorate	BH	15	Muharraq Governorate	
Northern Governorate	BH	17	Northern Governorate	
Al Hadd	BH	01	Al Hadd	
Al Mintaqah al Gharbiyah	BH	10	Al Mintaqah al Gharbiyah	
Al Mintaqah al Wusta	BH	07	Al Mintaqah al Wusta	
Al Mintaqah ash Shamaliyah	BH	05	Al Mintaqah ash Shamaliyah	
Ar Rifaٰ	BH	09	Ar Rifaٰ	
Jidd Hafs	BH	04	Jidd Hafs	
Madinat ٰĪsa	BH	08	Madinat ٰĪsa	
Mintaqat Juzur Hawar	BH	11	Mintaqat Juzur Hawar	
Bujumbura Mairie	BI	BM	Bujumbura Mairie	
Bujumbura Rural	BI	BL	Bujumbura Rural	
Cankuzo	BI	CA	Cankuzo	
Karuzi	BI	KR	Karuzi	
Kayanza	BI	KY	Kayanza	
Makamba	BI	MA	Makamba	
Muramvya	BI	MU	Muramvya	
Mwaro	BI	MW	Mwaro	
Rumonge	BI	RM	Rumonge	
Rutana	BI	RT	Rutana	
Ruyigi	BI	RY	Ruyigi	
Alibori	BJ	AL	Alibori	
Atacora	BJ	AK	Atacora	
Atlantique	BJ	AQ	Atlantique	
Borgou	BJ	BO	Borgou	
Collines	BJ	CO	Collines	
Couffo	BJ	KO	Couffo	
Donga	BJ	DO	Donga	
Littoral	BJ	LI	Littoral	
Mono	BJ	MO	Mono	
Oueme	BJ	OU	Oueme	
Plateau	BJ	PL	Plateau	
Zou	BJ	ZO	Zou	
Belait	BN	BE	Belait	
Brunei-Muara	BN	BM	Brunei-Muara	
Temburong	BN	TE	Temburong	
Tutong	BN	TU	Tutong	
Chuquisaca	BO	H	Chuquisaca	
El Beni	BO	B	El Beni	
Pando	BO	N	Pando	
Distrito Federal	BR	DF	Distrito Federal	
Acre	BR	AC	Acre	
Alagoas	BR	AL	Alagoas	
Amapa	BR	AP	Amapa	
Amazonas	BR	AM	Amazonas	
Bahia	BR	BA	Bahia	
Ceara	BR	CE	Ceara	
Espirito Santo	BR	ES	Espirito Santo	
Maranhao	BR	MA	Maranhao	
Mato Grosso do Sul	BR	MS	Mato Grosso do Sul	
Minas Gerais	BR	MG	Minas Gerais	
Paraiba	BR	PB	Paraiba	
Pernambuco	BR	PE	Pernambuco	
Piaui	BR	PI	Piaui	
Rio Grande do Norte	BR	RN	Rio Grande do Norte	
Rondonia	BR	RO	Rondonia	
Roraima	BR	RR	Roraima	
Acklins	BS	AK	Acklins	
Berry Islands	BS	BY	Berry Islands	
Black Point	BS	BP	Black Point	
Central Abaco	BS	CO	Central Abaco	
Central Andros	BS	CS	Central Andros	
Central Eleuthera	BS	CE	Central Eleuthera	
City of Freeport	BS	FP	City of Freeport	
Crooked Island and Long Cay	BS	CK	Crooked Island and Long Cay	
East Grand Bahama	BS	EG	East Grand Bahama	
Exuma	BS	EX	Exuma	
Grand Cay	BS	GC	Grand Cay	
Hope Town	BS	HT	Hope Town	
Long Island	BS	LI	Long Island	
Mangrove Cay	BS	MC	Mangrove Cay	
Mayaguana	BS	MG	Mayaguana	
Moores Island	BS	MI	Moores Island	
North Abaco	BS	NO	North Abaco	
North Andros	BS	NS	North Andros	
Ragged Island	BS	RI	Ragged Island	
San Salvador	BS	SS	San Salvador	
South Abaco	BS	SO	South Abaco	
South Eleuthera	BS	SE	South Eleuthera	
West Grand Bahama	BS	WG	West Grand Bahama	
Bumthang	BT	33	Bumthang	
Chhukha	BT	12	Chhukha	
Dagana	BT	22	Dagana	
Gasa	BT	GA	Gasa	
Ha	BT	13	Ha	
Lhuentse	BT	44	Lhuentse	
Monggar	BT	42	Monggar	
Pemagatshel	BT	43	Pemagatshel	
Punakha	BT	23	Punakha	
Samdrup Jongkha	BT	45	Samdrup Jongkha	
Samtse	BT	14	Samtse	
Sarpang	BT	31	Sarpang	
Thimphu	BT	15	Thimphu	
Trashigang	BT	41	Trashigang	
Trashi Yangtse	BT	TY	Trashi Yangtse	
Trongsa	BT	32	Trongsa	
Tsirang	BT	21	Tsirang	
Wangdue Phodrang	BT	24	Wangdue Phodrang	
Zhemgang	BT	34	Zhemgang	
Central	BW	CE	Central	
Chobe	BW	CH	Chobe	
Kgalagadi	BW	KG	Kgalagadi	
Kgatleng	BW	KL	Kgatleng	
Kweneng	BW	KW	Kweneng	
North East	BW	NE	North East	
North West	BW	NW	North West	
Selibe Phikwe	BW	SP	Selibe Phikwe	
South East	BW	SE	South East	
Southern	BW	SO	Southern	
Sowa Town	BW	ST	Sowa Town	
Brest Region	BY	BR	Brest Region	
Gomel Region	BY	HO	Gomel Region	
Grodno Region	BY	HR	Grodno Region	
Mogilev Region	BY	MA	Mogilev Region	
Minsk Region	BY	MI	Minsk Region	
Vitebsk Region	BY	VI	Vitebsk Region	
City of Minsk	BY	HM	City of Minsk	
Belize	BZ	BZ	Belize	
Cayo	BZ	CY	Cayo	
Stann Creek	BZ	SC	Stann Creek	
Toledo	BZ	TOL	Toledo	
Alberta	CA	AB	Alberta	
British Columbia	CA	BC	British Columbia	
Manitoba	CA	MB	Manitoba	
New Brunswick	CA	NB	New Brunswick	
Newfoundland and Labrador	CA	NL	Newfoundland and Labrador	
Nova Scotia	CA	NS	Nova Scotia	
Ontario	CA	ON	Ontario	
Saskatchewan	CA	SK	Saskatchewan	
Northwest Territories	CA	NT	Northwest Territories	
Nunavut	CA	NU	Nunavut	
Yukon	CA	YT	Yukon	
Bas-Congo	CD	BC	Bas-Congo	
Equator	CD	EQ	Equator	
West Kasai	CD	KW	West Kasai	
East Kasai	CD	KE	East Kasai	
Katanga	CD	KA	Katanga	
Maniema	CD	MA	Maniema	
North Kivu	CD	NK	North Kivu	
Orientale	CD	OR	Orientale	
South Kivu	CD	SK	South Kivu	
Bamingui-Bangoran	CF	BB	Bamingui-Bangoran	
Basse-Kotto	CF	BK	Basse-Kotto	
Haute-Kotto	CF	HK	Haute-Kotto	
Haut-Mbomou	CF	HM	Haut-Mbomou	
Haute-Sangha	CF	HS	Haute-Sangha	
Kemo-Gribingui	CF	KG	Kemo-Gribingui	
Lobaye	CF	LB	Lobaye	
Mbomou	CF	MB	Mbomou	
Nana-Mambere	CF	NM	Nana-Mambere	
Ombella-Mpoko	CF	MP	Ombella-Mpoko	
Ouaka	CF	UK	Ouaka	
Ouham	CF	AC	Ouham	
Ouham-Pende	CF	OP	Ouham-Pende	
Vakaga	CF	VK	Vakaga	
Gribingui	CF	KB	Gribingui	
Sangha	CF	SE	Sangha	
Bouenza	CG	11	Bouenza	
Cuvette	CG	8	Cuvette	
Cuvette-Ouest	CG	15	Cuvette-Ouest	
Kouilou	CG	5	Kouilou	
Lekoumou	CG	2	Lekoumou	
Likouala	CG	7	Likouala	
Niari	CG	9	Niari	
Plateaux	CG	14	Plateaux	
Pointe-Noire	CG	16	Pointe-Noire	
Pool	CG	12	Pool	
Sangha	CG	13	Sangha	
Aargau	CH	AG	Aargau	
Appenzell Ausserrhoden	CH	AR	Appenzell Ausserrhoden	
Appenzell Innerrhoden	CH	AI	Appenzell Innerrhoden	
Basel-Landschaft	CH	BL	Basel-Landschaft	
Basel-Stadt	CH	BS	Basel-Stadt	
Freiburg	CH	FR	Freiburg	
Graubunden	CH	GR	Graubunden	
Jura	CH	JU	Jura	
Nidwalden	CH	NW	Nidwalden	
Obwalden	CH	OW	Obwalden	
Thurgau	CH	TG	Thurgau	
Ticino	CH	TI	Ticino	
Uri	CH	UR	Uri	
Valais	CH	VS	Valais	
Vaud	CH	VD	Vaud	
Bas-Sassandra	CI	BS	Bas-Sassandra	
Comoe	CI	CM	Comoe	
Denguele	CI	DN	Denguele	
Goh-Djiboua	CI	GD	Goh-Djiboua	
Lacs	CI	LC	Lacs	
Lagunes	CI	LG	Lagunes	
Montagnes	CI	MG	Montagnes	
Sassandra-Marahoue	CI	SM	Sassandra-Marahoue	
Savanes	CI	SV	Savanes	
Vallee du Bandama	CI	VB	Vallee du Bandama	
Woroba	CI	WR	Woroba	
Zanzan	CI	ZZ	Zanzan	
Aysen	CL	AI	Aysen	
Araucania	CL	AR	Araucania	
Arica y Parinacota	CL	AP	Arica y Parinacota	
Atacama	CL	AT	Atacama	
Biobio	CL	BI	Biobio	
Libertador General Bernardo OHiggins	CL	LI	Libertador General Bernardo OHiggins	
Los Rios	CL	LR	Los Rios	
Magallanes	CL	MA	Magallanes	
Region Metropolitana de Santiago	CL	RM	Region Metropolitana de Santiago	
Tarapaca	CL	TA	Tarapaca	
Adamaoua	CM	AD	Adamaoua	
Centre	CM	CE	Centre	
East	CM	ES	East	
Far North	CM	EN	Far North	
Littoral	CM	LT	Littoral	
North	CM	NO	North	
North-West	CM	NW	North-West	
South	CM	SU	South	
South-West	CM	SW	South-West	
West	CM	OU	West	
Shanxi	CN	14	Shanxi	
Nei Mongol	CN	15	Nei Mongol	
Liaoning	CN	21	Liaoning	
Heilongjiang	CN	23	Heilongjiang	
Jiangsu	CN	32	Jiangsu	
Zhejiang	CN	33	Zhejiang	
Anhui	CN	34	Anhui	
Fujian	CN	35	Fujian	
Henan	CN	41	Henan	
Hubei	CN	42	Hubei	
Hunan	CN	43	Hunan	
Guangdong	CN	44	Guangdong	
Guangxi	CN	45	Guangxi	
Hainan	CN	46	Hainan	
Sichuan	CN	51	Sichuan	
Yunnan	CN	53	Yunnan	
Xizang	CN	54	Xizang	
Shaanxi	CN	61	Shaanxi	
Gansu	CN	62	Gansu	
Qinghai	CN	63	Qinghai	
Ningxia	CN	64	Ningxia	
Xinjiang	CN	65	Xinjiang	
Taiwan	CN	71	Taiwan	
Hong Kong	CN	91	Hong Kong	
Macao	CN	92	Macao	
Distrito Capital de Bogota	CO	DC	Distrito Capital de Bogota	
Amazonas	CO	AMA	Amazonas	
Atlantico	CO	ATL	Atlantico	
Bolivar	CO	BOL	Bolivar	
Boyaca	CO	BOY	Boyaca	
Caldas	CO	CAL	Caldas	
Caqueta	CO	CAQ	Caqueta	
Casanare	CO	CAS	Casanare	
Cesar	CO	CES	Cesar	
Cordoba	CO	COR	Cordoba	
Cundinamarca	CO	CUN	Cundinamarca	
Choco	CO	CHO	Choco	
Guainia	CO	GUA	Guainia	
Guaviare	CO	GUV	Guaviare	
Huila	CO	HUI	Huila	
La Guajira	CO	LAG	La Guajira	
Magdalena	CO	MAG	Magdalena	
Meta	CO	MET	Meta	
Narino	CO	NAR	Narino	
Norte de Santander	CO	NSA	Norte de Santander	
Putumayo	CO	PUT	Putumayo	
Risaralda	CO	RIS	Risaralda	
"San Andres, Providencia y Santa Catalina"	CO	SAP	"San Andres, Providencia y Santa Catalina"	
Santander	CO	SAN	Santander	
Tolima	CO	TOL	Tolima	
Valle del Cauca	CO	VAC	Valle del Cauca	
Vaupes	CO	VAU	Vaupes	
Vichada	CO	VID	Vichada	
Guanacaste	CR	G	Guanacaste	
Artemisa	CU	15	Artemisa	
Ciego de Avila	CU	08	Ciego de Avila	
Granma	CU	12	Granma	
Guantanamo	CU	14	Guantanamo	
Mayabeque	CU	16	Mayabeque	
Sancti Spiritus	CU	07	Sancti Spiritus	
Villa Clara	CU	05	Villa Clara	
Isla de la Juventud	CU	99	Isla de la Juventud	
Ilhas de Barlavento	CV	B	Ilhas de Barlavento	
Ilhas de Sotavento	CV	S	Ilhas de Sotavento	
Paul	CV	PA	Paul	
Ribeira Brava	CV	RB	Ribeira Brava	
Ribeira Grande	CV	RG	Ribeira Grande	
Ribeira Grande de Santiago	CV	RS	Ribeira Grande de Santiago	
Sal	CV	SL	Sal	
Santa Catarina	CV	CA	Santa Catarina	
Santa Catarina do Fogo	CV	CF	Santa Catarina do Fogo	
Santa Cruz	CV	CR	Santa Cruz	
Sao Domingos	CV	SD	Sao Domingos	
Sao Lourenco dos Orgaos	CV	SO	Sao Lourenco dos Orgaos	
Sao Miguel	CV	SM	Sao Miguel	
Sao Salvador do Mundo	CV	SS	Sao Salvador do Mundo	
Tarrafal de Sao Nicolau	CV	TS	Tarrafal de Sao Nicolau	
South Bohemia	CZ	JC	South Bohemia	
South Moravia	CZ	JM	South Moravia	
Moravia-Silesia	CZ	MO	Moravia-Silesia	
Prague	CZ	PR	Prague	
Central Bohemia	CZ	ST	Central Bohemia	
Vysocina	CZ	VY	Vysocina	
Baden-Wurttemberg	DE	BW	Baden-Wurttemberg	
Bavaria	DE	BY	Bavaria	
Hesse	DE	HE	Hesse	
Mecklenburg-Western Pomerania	DE	MV	Mecklenburg-Western Pomerania	
Lower Saxony	DE	NI	Lower Saxony	
North Rhine-Westphalia	DE	NW	North Rhine-Westphalia	
Rhineland-Palatinate	DE	RP	Rhineland-Palatinate	
Saarland	DE	SL	Saarland	
Saxony	DE	SN	Saxony	
Saxony-Anhalt	DE	ST	Saxony-Anhalt	
Schleswig-Holstein	DE	SH	Schleswig-Holstein	
Thuringia	DE	TH	Thuringia	
Arta	DJ	AR	Arta	
Dikhil	DJ	DI	Dikhil	
Tadjourah	DJ	TA	Tadjourah	
Capital Region of Denmark	DK	84	Capital Region of Denmark	
Central Denmark Region	DK	82	Central Denmark Region	
North Denmark Region	DK	81	North Denmark Region	
Region Zealand	DK	85	Region Zealand	
Region of Southern Denmark	DK	83	Region of Southern Denmark	
Saint Andrew	DM	02	Saint Andrew	
Saint David	DM	03	Saint David	
Saint George	DM	04	Saint George	
Saint John	DM	05	Saint John	
Saint Joseph	DM	06	Saint Joseph	
Saint Luke	DM	07	Saint Luke	
Saint Mark	DM	08	Saint Mark	
Saint Patrick	DM	09	Saint Patrick	
Saint Paul	DM	10	Saint Paul	
Saint Peter	DM	11	Saint Peter	
Cibao Nordeste	DO	33	Cibao Nordeste	
Cibao Noroeste	DO	34	Cibao Noroeste	
Cibao Norte	DO	35	Cibao Norte	
Cibao Sur	DO	36	Cibao Sur	
El Valle	DO	37	El Valle	
Enriquillo	DO	38	Enriquillo	
Higuamo	DO	39	Higuamo	
Ozama	DO	40	Ozama	
Valdesia	DO	41	Valdesia	
Yuma	DO	42	Yuma	
Distrito Nacional (Santo Domingo)	DO	01	Distrito Nacional (Santo Domingo)	
Baoruco	DO	03	Baoruco	
Duarte	DO	06	Duarte	
El Seibo	DO	08	El Seibo	
Espaillat	DO	09	Espaillat	
Hato Mayor	DO	30	Hato Mayor	
Independencia	DO	10	Independencia	
La Altagracia	DO	11	La Altagracia	
Elias Pina	DO	07	Elias Pina	
Maria Trinidad Sanchez	DO	14	Maria Trinidad Sanchez	
Monsenor Nouel	DO	28	Monsenor Nouel	
Monte Cristi	DO	15	Monte Cristi	
Peravia	DO	17	Peravia	
Hermanas Mirabal	DO	19	Hermanas Mirabal	
Samana	DO	20	Samana	
San Juan	DO	22	San Juan	
Sanchez Ramirez	DO	24	Sanchez Ramirez	
Santiago	DO	25	Santiago	
Santiago Rodriguez	DO	26	Santiago Rodriguez	
Valverde	DO	27	Valverde	
Ain Defla	DZ	44	Ain Defla	
Alger	DZ	16	Alger	
Annaba	DZ	23	Annaba	
Bejaia	DZ	06	Bejaia	
Boumerdes	DZ	35	Boumerdes	
El Oued	DZ	39	El Oued	
El Tarf	DZ	36	El Tarf	
Khenchela	DZ	40	Khenchela	
Msila	DZ	28	Msila	
Naama	DZ	45	Naama	
Skikda	DZ	21	Skikda	
Tissemsilt	DZ	38	Tissemsilt	
Azuay	EC	A	Azuay	
Bolivar	EC	B	Bolivar	
Canar	EC	F	Canar	
Carchi	EC	C	Carchi	
Chimborazo	EC	H	Chimborazo	
Cotopaxi	EC	X	Cotopaxi	
El Oro	EC	O	El Oro	
Galapagos	EC	W	Galapagos	
Imbabura	EC	I	Imbabura	
Los Rios	EC	R	Los Rios	
Manabi	EC	M	Manabi	
Morona-Santiago	EC	S	Morona-Santiago	
Napo	EC	N	Napo	
Orellana	EC	D	Orellana	
Pichincha	EC	P	Pichincha	
Santo Domingo de los Tsachilas	EC	SD	Santo Domingo de los Tsachilas	
Sucumbios	EC	U	Sucumbios	
Tungurahua	EC	T	Tungurahua	
Zamora-Chinchipe	EC	Z	Zamora-Chinchipe	
Hiiu	EE	39	Hiiu	
Ida-Viru	EE	44	Ida-Viru	
Jarva	EE	51	Jarva	
Laane-Viru	EE	59	Laane-Viru	
Saare	EE	74	Saare	
Dakahlia	EG	DK	Dakahlia	
Red Sea	EG	BA	Red Sea	
Beheira	EG	BH	Beheira	
Gharbia	EG	GH	Gharbia	
Alexandria	EG	ALX	Alexandria	
Giza	EG	GZ	Giza	
Monufia	EG	MNF	Monufia	
Minya	EG	MN	Minya	
Cairo	EG	C	Cairo	
Qalyubia	EG	KB	Qalyubia	
Al Sharqia	EG	SHR	Al Sharqia	
Suez	EG	SUZ	Suez	
Damietta	EG	DT	Damietta	
South Sinai	EG	JS	South Sinai	
Kafr el-Sheikh	EG	KFS	Kafr el-Sheikh	
Matrouh	EG	MT	Matrouh	
Qena	EG	KN	Qena	
North Sinai	EG	SIN	North Sinai	
Maekel	ER	MA	Maekel	
Debub	ER	DU	Debub	
Anseba	ER	AN	Anseba	
Southern Red Sea	ER	DK	Southern Red Sea	
Gash-Barka	ER	GB	Gash-Barka	
Northern Red Sea	ER	SK	Northern Red Sea	
Andalucia	ES	AN	Andalucia	
Aragon	ES	AR	Aragon	
"Asturias, Principado de"	ES	AS	"Asturias, Principado de"	
Canarias	ES	CN	Canarias	
Cantabria	ES	CB	Cantabria	
Castilla-La Mancha	ES	CM	Castilla-La Mancha	
Castilla y Leon	ES	CL	Castilla y Leon	
